index,year,university,final_grade,1_list,since_2010,city,covid_format_change,growth_1_list,growth_final_grade,diff_1_list_final_grade,CCAA,latitude,longitude
,2022,u. de cádiz,13.261,13.459,True,cádiz,1.0,0.002,0.002,0.198,Andalucía,36.5340199,-6.3018987
,2022,u. miguel hernández (s. juan de alicante),13.161,13.43,True,alicante,1.0,0.001,0.001,0.269,Andalucía,38.39896277,-0.43477806
,2022,u. de c-la mancha (campus c.real),13.178,13.453,True,ciudad real,1.0,0.002,0.002,0.275,Castilla-La Mancha,38.9918372,-3.9268263
,2022,u. de alcalá,13.21,13.434,True,alcalá,1.0,0.006,0.006,0.224,C. Madrid,40.4818396,-3.3644973
,2022,u. de valladolid,13.11,13.321,True,valladolid,1.0,-0.001,-0.001,0.211,Castilla y León,41.6105937,-4.6916619
,2022,urjc - campus alcorcón,13.187,13.418,True,madrid,1.0,0.005,0.005,0.231,C. Madrid,40.3506324,-3.8437926
,2022,u. de c-la mancha (campus albacete),13.149,13.448,True,albacete,1.0,0.003,0.003,0.299,Castilla-La Mancha,38.4527362,-2.05363374
,2022,u. de extremadura (badajoz),13.119,13.469,True,badajoz,1.0,0.001,0.001,0.35,Extremadura,38.8824069,-7.0194457
,2022,u. pública de navarra,13.019,13.18,False,navarra,1.0,-0.005,-0.005,0.161,Navarra,42.8154264,-1.65263107
,2022,u. de valencia,13.126,13.527,True,valencia,1.0,0.004,0.004,0.401,C. Valenciana,39.4786642,-0.3627246
,2022,u. jaume i,13.06,13.394,False,castellon de la plana,1.0,0.001,0.001,0.334,C. Valenciana,39.9899483,-0.0664218
,2022,u. de zaragoza (campus zaragoza),13.032,13.3,True,zaragoza,1.0,0.0,0.0,0.268,Aragón,41.6421312,-0.90302271
,2022,u. de barcelona-clínico,13.021,13.145,True,barcelona,1.0,-0.0,-0.0,0.124,Cataluña,41.39017434,2.15212588
,2022,u. de la laguna,13.043,13.364,True,la laguna,1.0,0.005,0.005,0.321,Canarias,28.4852475,-16.3126059
,2022,u. de las palmas,12.967,13.251,True,las palmas,1.0,0.0,0.0,0.284,Canarias,28.09055808,-15.41890014
,2022,u. de salamanca,12.943,13.294,True,salamanca,1.0,-0.001,-0.001,0.351,Castilla y León,40.9666432,-5.6772757
,2022,u. de zaragoza (campus huesca),12.929,13.207,True,huesca,1.0,-0.001,-0.001,0.278,Aragón,42.1414059,-0.4060896
,2022,u. de santiago de compostela,12.987,12.987,True,santiago de compostela,1.0,0.005,0.005,0.0,Galicia,42.88050025,-8.5457602
,2022,u. de oviedo,12.919,13.361,True,oviedo,1.0,0.0,0.0,0.442,Asturias,43.3533657,-5.8687712
,2022,u. de cantabria (santander),12.9,13.276,True,santander,1.0,-0.0,-0.0,0.376,Cantabria,43.4736983,-3.7859174
,2022,u. de barcelona-bellvitge,12.876,12.986,False,barcelona,1.0,-0.0,-0.0,0.11,Cataluña,41.3507816,2.1045067
,2022,u. del país vasco (lejona),12.814,13.052,True,bilbao,1.0,-0.001,-0.001,0.238,País Vasco,43.3359821,-2.9768285
,2022,u. de las islas baleares,12.713,13.178,False,palma de mallorca,1.0,-0.004,-0.004,0.465,Islas Baleares,39.60701435,2.64475448
,2022,u. pompeu fabra (barcelona),12.787,13.127,True,barcelona,1.0,0.002,0.002,0.34,Cataluña,41.37921475,2.17941527
,2022,u. autónoma de barcelona,12.759,12.836,True,barcelona,1.0,0.001,0.001,0.077,Cataluña,41.5025932,2.080056
,2022,u. de gerona,12.731,12.788,True,gerona,1.0,0.001,0.001,0.057,Cataluña,41.9743792,2.8235429
,2022,u. de lérida,12.72,12.808,True,lérida,1.0,0.001,0.001,0.088,Cataluña,41.81636125,1.59713745
,2022,u. rovira i virgili (reus),12.731,12.875,True,reus,1.0,0.002,0.002,0.144,Cataluña,41.155309,1.1053273
